date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:01	985/985	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Oct%202018%2018:50:49%20GMT	https://compurik.com/threejs/nick/	C:/My%20Web%20Sites/Lil%20Mosey/compurik.com/threejs/nick/index.html	(from )
11:05:02	270/270	---M-Z	200	added ('OK')	text/plain	etag:%223a3-57532e3102d19-gzip%22	https://compurik.com/robots.txt		(from )
11:05:02	548943/548943	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b882645-8604f%22	https://cdnjs.cloudflare.com/ajax/libs/three.js/96/three.min.js	C:/My%20Web%20Sites/Lil%20Mosey/cdnjs.cloudflare.com/ajax/libs/three.js/96/three.min.js	(from https://compurik.com/threejs/nick/)
11:05:02	1751/1751	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4ada-6d7%22	https://cdnjs.cloudflare.com/ajax/libs/stats.js/r16/Stats.min.js	C:/My%20Web%20Sites/Lil%20Mosey/cdnjs.cloudflare.com/ajax/libs/stats.js/r16/Stats.min.js	(from https://compurik.com/threejs/nick/)
11:05:02	50167/50167	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4904-c3f7%22	https://cdnjs.cloudflare.com/ajax/libs/dat-gui/0.7.2/dat.gui.min.js	C:/My%20Web%20Sites/Lil%20Mosey/cdnjs.cloudflare.com/ajax/libs/dat-gui/0.7.2/dat.gui.min.js	(from https://compurik.com/threejs/nick/)
11:05:03	13787/13787	---M-Z	200	added ('OK')	application/javascript	etag:%2235db-5777fc33289fa-gzip%22	https://compurik.com/threejs/nick/js/PLYLoader.js	C:/My%20Web%20Sites/Lil%20Mosey/compurik.com/threejs/nick/js/PLYLoader.js	(from https://compurik.com/threejs/nick/)
11:05:03	2108/2108	---M-Z	200	added ('OK')	application/javascript	etag:%2283c-5777fb81e1ff8-gzip%22	https://compurik.com/threejs/nick/js/WebGL.js	C:/My%20Web%20Sites/Lil%20Mosey/compurik.com/threejs/nick/js/WebGL.js	(from https://compurik.com/threejs/nick/)
11:05:03	7467/7467	---M-Z	200	added ('OK')	application/javascript	etag:%221d2b-577ba40a4de8e-gzip%22	https://compurik.com/threejs/nick/js/main.js	C:/My%20Web%20Sites/Lil%20Mosey/compurik.com/threejs/nick/js/main.js	(from https://compurik.com/threejs/nick/)
11:05:03	181/181	---M-Z	200	added ('OK')	text/css	etag:%22b5-5777fb81e00b7-gzip%22	https://compurik.com/threejs/nick/css/style.css	C:/My%20Web%20Sites/Lil%20Mosey/compurik.com/threejs/nick/css/style.css	(from https://compurik.com/threejs/nick/)
